CVE_SUN,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,NOM_SUN,TIPO
317,25,Sinaloa,25008,Elota,250080001,La Cruz,La Cruz,3
318,25,Sinaloa,25009,Escuinapa,250090001,Escuinapa de Hidalgo,Escuinapa de Hidalgo,3
319,25,Sinaloa,25011,Guasave,250110001,Guasave,Guasave,3
320,25,Sinaloa,25011,Guasave,250110132,Gabriel Leyva Solano (Benito Juárez),Gabriel Leyva Solano (Benito Juárez),3
321,25,Sinaloa,25012,Mazatlán,250120001,Mazatlán,Mazatlán,3
322,25,Sinaloa,25014,Rosario,250140001,El Rosario,El Rosario,3
323,25,Sinaloa,25015,Salvador Alvarado,250150001,Guamúchil,Guamúchil,3
324,25,Sinaloa,25018,Navolato,250180001,Navolato,Navolato,3
325,25,Sinaloa,25018,Navolato,250180374,Licenciado Benito Juárez (Campo Gobierno),Licenciado Benito Juárez (Campo Gobierno),3
326,26,Sonora,26002,Agua Prieta,260020001,Agua Prieta,Agua Prieta,3
327,26,Sonora,26017,Caborca,260170001,Heroica Caborca,Heroica Caborca,3
328,26,Sonora,26019,Cananea,260190001,Heroica Ciudad de Cananea,Heroica Ciudad de Cananea,3
329,26,Sonora,26030,Hermosillo,260300001,Hermosillo,Hermosillo,3
330,26,Sonora,26030,Hermosillo,260300343,Miguel Alemán (La Doce),Miguel Alemán (La Doce),3
331,26,Sonora,26033,Huatabampo,260330001,Huatabampo,Huatabampo,3
332,26,Sonora,26036,Magdalena,260360001,Magdalena de Kino,Magdalena de Kino,3
333,26,Sonora,26042,Navojoa,260420001,Navojoa,Navojoa,3
334,26,Sonora,26043,Nogales,260430001,Heroica Nogales,Heroica Nogales,3
335,26,Sonora,26048,Puerto Peñasco,260480001,Puerto Peñasco,Puerto Peñasco,3
336,26,Sonora,26055,San Luis Río Colorado,260550001,San Luis Río Colorado,San Luis Río Colorado,3
337,27,Tabasco,27003,Centla,270030001,Frontera,Frontera,3
338,27,Tabasco,27006,Cunduacán,270060001,Cunduacán,Cunduacán,3
339,27,Tabasco,27007,Emiliano Zapata,270070001,Emiliano Zapata,Emiliano Zapata,3
340,27,Tabasco,27008,Huimanguillo,270080001,Huimanguillo,Huimanguillo,3
341,27,Tabasco,27010,Jalpa de Méndez,270100001,Jalpa de Méndez,Jalpa de Méndez,3
342,27,Tabasco,27016,Teapa,270160001,Teapa,Teapa,3
343,27,Tabasco,27017,Tenosique,270170001,Tenosique de Pino Suárez,Tenosique de Pino Suárez,3
344,28,Tamaulipas,28021,El Mante,280210001,Ciudad Mante,Ciudad Mante,3
345,28,Tamaulipas,28025,Miguel Alemán,280250001,Ciudad Miguel Alemán,Ciudad Miguel Alemán,3
346,28,Tamaulipas,28035,San Fernando,280350001,San Fernando,San Fernando,3
347,28,Tamaulipas,28040,Valle Hermoso,280400001,Valle Hermoso,Valle Hermoso,3
348,28,Tamaulipas,28041,Victoria,280410001,Ciudad Victoria,Ciudad Victoria,3
349,29,Tlaxcala,29006,Calpulalpan,290060001,Calpulalpan,Calpulalpan,3
350,30,Veracruz de Ignacio de la Llave,30010,Altotonga,300100001,Altotonga,Altotonga,3
351,30,Veracruz de Ignacio de la Llave,30032,Catemaco,300320001,Catemaco,Catemaco,3
352,30,Veracruz de Ignacio de la Llave,30034,Cerro Azul,300340001,Cerro Azul,Cerro Azul,3
353,30,Veracruz de Ignacio de la Llave,30047,Coscomatepec,300470001,Coscomatepec de Bravo,Coscomatepec de Bravo,3
354,30,Veracruz de Ignacio de la Llave,30061,Las Choapas,300610001,Las Choapas,Las Choapas,3
355,30,Veracruz de Ignacio de la Llave,30071,Huatusco,300710001,Huatusco de Chicuellar,Huatusco de Chicuellar,3
356,30,Veracruz de Ignacio de la Llave,30077,Isla,300770001,Isla,Isla,3
357,30,Veracruz de Ignacio de la Llave,30092,Xico,300920001,Xico,Xico,3
358,30,Veracruz de Ignacio de la Llave,30097,Lerdo de Tejada,300970001,Lerdo de Tejada,Lerdo de Tejada,3
359,30,Veracruz de Ignacio de la Llave,30109,Misantla,301090001,Misantla,Misantla,3
360,30,Veracruz de Ignacio de la Llave,30128,Perote,301280001,Perote,Perote,3
361,30,Veracruz de Ignacio de la Llave,30141,San Andrés Tuxtla,301410001,San Andrés Tuxtla,San Andrés Tuxtla,3
362,30,Veracruz de Ignacio de la Llave,30143,Santiago Tuxtla,301430001,Santiago Tuxtla,Santiago Tuxtla,3
363,30,Veracruz de Ignacio de la Llave,30155,Tantoyuca,301550001,Tantoyuca,Tantoyuca,3
364,30,Veracruz de Ignacio de la Llave,30174,Tierra Blanca,301740001,Tierra Blanca,Tierra Blanca,3
365,30,Veracruz de Ignacio de la Llave,30183,Tlapacoyan,301830001,Tlapacoyan,Tlapacoyan,3
366,30,Veracruz de Ignacio de la Llave,30207,Tres Valles,302070001,Tres Valles,Tres Valles,3
367,31,Yucatán,31038,Hunucmá,310380001,Hunucmá,Hunucmá,3
368,31,Yucatán,31040,Izamal,310400001,Izamal,Izamal,3
369,31,Yucatán,31052,Motul,310520001,Motul de Carrillo Puerto,Motul de Carrillo Puerto,3
370,31,Yucatán,31056,Oxkutzcab,310560001,Oxkutzcab,Oxkutzcab,3
371,31,Yucatán,31058,Peto,310580001,Peto,Peto,3
372,31,Yucatán,31079,Tekax,310790001,Tekax de Álvaro Obregón,Tekax de Álvaro Obregón,3
373,31,Yucatán,31089,Ticul,310890001,Ticul,Ticul,3
374,31,Yucatán,31096,Tizimín,310960001,Tizimín,Tizimín,3
375,31,Yucatán,31102,Valladolid,311020001,Valladolid,Valladolid,3
376,32,Zacatecas,32005,Calera,320050001,Víctor Rosales,Víctor Rosales,3
377,32,Zacatecas,32020,Jerez,320200001,Jerez de García Salinas,Jerez de García Salinas,3
378,32,Zacatecas,32022,Juan Aldama,320220001,Juan Aldama,Juan Aldama,3
379,32,Zacatecas,32024,Loreto,320240001,Loreto,Loreto,3
380,32,Zacatecas,32034,Nochistlán de Mejía,320340001,Nochistlán de Mejía,Nochistlán de Mejía,3
381,32,Zacatecas,32036,Ojocaliente,320360001,Ojocaliente,Ojocaliente,3
382,32,Zacatecas,32039,Río Grande,320390001,Río Grande,Río Grande,3
383,32,Zacatecas,32042,Sombrerete,320420001,Sombrerete,Sombrerete,3
384,32,Zacatecas,32048,Tlaltenango de Sánchez Román,320480001,Tlaltenango de Sánchez Román,Tlaltenango de Sánchez Román,3
